BPMBP14,BYP,MAD,BPMS:BPN14:400,BYP,,,,308,,SYMBOLS,A,AD_ACCEL,BPN14,,,BPM,,STRIPLINE-5,1366.756839,4484.110364,1356.638683,4450.914314,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.638683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:BPN14%25,BPMS:%25,,,"SC_BSYD, SC_BSYD2, SC_DASEL, SC_DASEL2, SC_HXR, SC_HXR2, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
XCBP14,BYP,MAD,XCOR:BPN14:406,BYP,,,,308,,SYMBOLS,A,AD_ACCEL,BPN14,,,XCOR,XCBP14,BYPASS,1367.385489,4486.172864,1357.267333,4452.976814,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.267333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:BPN14%25,XCOR:%25,"Commissioned, Online",09/21/2022,"SC_BSYD, SC_BSYD2, SC_DASEL, SC_DASEL2, SC_HXR, SC_HXR2, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
YCBP14,BYP,MAD,YCOR:BPN14:409,BYP,,,,308,,SYMBOLS,A,AD_ACCEL,BPN14,,,YCOR,YCBP14,BYPASS,1367.614089,4486.922864,1357.495933,4453.726814,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.495933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:BPN14%25,YCOR:%25,"Commissioned, Online",09/21/2022,"SC_BSYD, SC_BSYD2, SC_DASEL, SC_DASEL2, SC_HXR, SC_HXR2, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
BPM14401,L2F,MAD,LI14:BPMS:401,L2F,,,BPMS:LI14:401,304,,SYMBOLS,A,FACET2,S14,,,BPM,,STRIPLINE-2,358.6311826,1176.611491,1357.7528,4454.569554,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.7528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:%25,BPMS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
Q14401,L2F,MAD,LI14:QUAD:401,L2F,,,QUAD:LI14:401,304,,SYMBOLS,A,FACET2,S14,,,QUAD,Q14401,1.085Q4.31,358.6311826,1176.611491,1357.7528,4454.569554,,,,,,,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,14.101791627081,-13.203924744458,,,,,,,,,,,,,,,,,,1357.7528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:%25,QUAD:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
XC14402,L2F,MAD,LI14:XCOR:402,L2F,,,XCOR:LI14:402,304,,SYMBOLS,A,FACET2,S14,,,XCOR,,TYPE-4,359.0383826,1177.947449,1358.16,4455.905512,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:%25,XCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
YC14403,L2F,MAD,LI14:YCOR:403,L2F,,,YCOR:LI14:403,304,,SYMBOLS,A,FACET2,S14,,,YCOR,,TYPE-4,359.2883826,1178.767659,1358.41,4456.725722,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:%25,YCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
K14_4A,L2F,MAD,LI14:KLYS:41,L2F,,,KLYS:LI14:41,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,360.2336326,1181.868873,1359.35525,4459.826936,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.624540805,-60.000000012,14.987858744785,.25,,,,,,,,,,,,,,,,,,,,,,,,1359.35525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
PEN1407,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-7,,PEN,,,,,1359.406,4459.993438,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K14_4B,L2F,MAD,LI14:KLYS:41,L2F,,,KLYS:LI14:41,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,363.2777326,1191.856078,1362.39935,4469.81414,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.62454081,-60.000000012,14.987858746428,.25,,,,,,,,,,,,,,,,,,,,,,,,1362.39935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
K14_4C,L2F,MAD,LI14:KLYS:41,L2F,,,KLYS:LI14:41,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,366.3218326,1201.843283,1365.44345,4479.801345,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.62454081,-60.000000012,14.987858746428,.25,,,,,,,,,,,,,,,,,,,,,,,,1365.44345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
PEN1408,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-8,,PEN,,,,,1365.502,4479.993438,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K14_4D,L2F,MAD,LI14:KLYS:41,L2F,,,KLYS:LI14:41,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,369.3659326,1211.830488,1368.48755,4489.78855,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.62454081,-60.000000012,14.987858746428,.25,,,,,,,,,,,,,,,,,,,,,,,,1368.48755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
BPM14501,L2F,MAD,LI14:BPMS:501,L2F,,,BPMS:LI14:501,304,,SYMBOLS,A,FACET2,S14,,,BPM,,STRIPLINE-2,370.9755826,1217.111491,1370.0972,4495.069554,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:%25,BPMS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
Q14501,L2F,MAD,LI14:QUAD:501,L2F,,,QUAD:LI14:501,304,,SYMBOLS,A,FACET2,S14,,,QUAD,Q14501,1.085Q4.31,370.9755826,1217.111491,1370.0972,4495.069554,,,,,,,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,-6.713989430729,6.286506957611,,,,,,,,,,,,,,,,,,1370.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:%25,QUAD:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
XC14502,L2F,MAD,LI14:XCOR:502,L2F,,,XCOR:LI14:502,304,,SYMBOLS,A,FACET2,S14,,,XCOR,,TYPE-4,371.3883826,1218.465822,1370.51,4496.423885,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:%25,XCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
YC14503,L2F,MAD,LI14:YCOR:503,L2F,,,YCOR:LI14:503,304,,SYMBOLS,A,FACET2,S14,,,YCOR,,TYPE-4,371.6383826,1219.286032,1370.76,4497.244094,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:%25,YCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
K14_5A,L2F,MAD,LI14:KLYS:51,L2F,,,KLYS:LI14:51,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,372.5780326,1222.368873,1371.69965,4500.326936,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.624540814,60.000000012,14.987858747742,.25,,,,,,,,,,,,,,,,,,,,,,,,1371.69965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
PEN1409,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-9,,PEN,,,,,1371.75,4500.492126,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K14_5B,L2F,MAD,LI14:KLYS:51,L2F,,,KLYS:LI14:51,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,375.6221326,1232.356078,1374.74375,4510.31414,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.62454081,60.000000012,14.987858746428,.25,,,,,,,,,,,,,,,,,,,,,,,,1374.74375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
VPIO_BPN14_589,BYP,NONMAD,VPIO:BPN14:589,,,,,,,CABLES,A,AD_ACCEL,,,,PUMP,,ION PUMP,,,1377.72,4520.07874,,,,,,,"#NONMAD ELEMENT NAME CHANGED FROM ""VPIO_BPN14_592"" ON 28-JUL-2020 01:45:13#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPIO:BPN14%25,VPIO:%25,,,
K14_5C,L2F,MAD,LI14:KLYS:51,L2F,,,KLYS:LI14:51,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,378.6662326,1242.343283,1377.78785,4520.301345,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.62454081,60.000000012,14.987858746428,.25,,,,,,,,,,,,,,,,,,,,,,,,1377.78785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
PEN1410,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-10,,PEN,,,,,1377.846,4520.492126,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K14_5D,L2F,MAD,LI14:KLYS:51,L2F,,,KLYS:LI14:51,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,381.7103326,1252.330488,1380.83195,4530.28855,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,45.62454081,60.000000012,14.987858746428,.25,,,,,,,,,,,,,,,,,,,,,,,,1380.83195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
BPM14601,L2F,MAD,LI14:BPMS:601,L2F,,,BPMS:LI14:601,304,,SYMBOLS,A,FACET2,S14,,,BPM,,STRIPLINE-2,383.3199826,1257.611491,1382.4416,4535.569554,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:%25,BPMS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
Q14601,L2F,MAD,LI14:QUAD:601,L2F,,,QUAD:LI14:601,304,,SYMBOLS,A,FACET2,S14,,,QUAD,Q14601,1.085Q4.31,383.3199826,1257.611491,1382.4416,4535.569554,,,,,,,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,7.294304565638,-6.8298731888,,,,,,,,,,,,,,,,,,1382.4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:%25,QUAD:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
XC14602,L2F,MAD,LI14:XCOR:602,L2F,,,XCOR:LI14:602,304,,SYMBOLS,A,FACET2,S14,,,XCOR,,TYPE-4,383.7283826,1258.951386,1382.85,4536.909449,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:%25,XCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
YC14603,L2F,MAD,LI14:YCOR:603,L2F,,,YCOR:LI14:603,304,,SYMBOLS,A,FACET2,S14,,,YCOR,,TYPE-4,384.1327826,1260.278158,1383.2544,4538.23622,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:%25,YCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
K14_6A,L2F,MAD,LI14:KLYS:61,L2F,,,KLYS:LI14:61,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,384.9224326,1262.868873,1384.04405,4540.826936,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,0,-38.25,0,.25,,,,,,,,,,,,,,,,,,,,,,,,1384.04405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
PEN1411,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-11,,PEN,,,,,1384.094,4540.990814,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K14_6B,L2F,MAD,LI14:KLYS:61,L2F,,,KLYS:LI14:61,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,387.9665326,1272.856078,1387.08815,4550.81414,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,0,-38.25,0,.25,,,,,,,,,,,,,,,,,,,,,,,,1387.08815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
K14_6C,L2F,MAD,LI14:KLYS:61,L2F,,,KLYS:LI14:61,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,391.0106326,1282.843283,1390.13225,4560.801345,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,0,-38.25,0,.25,,,,,,,,,,,,,,,,,,,,,,,,1390.13225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
PEN1412,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-12,,PEN,,,,,1390.19,4560.990814,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
K14_6D,L2F,MAD,LI14:KLYS:61,L2F,,,KLYS:LI14:61,304,,SYMBOLS,A,FACET2,S14,,,LCAV,,10FT,394.0547326,1292.830488,1393.17635,4570.78855,,,,,,,,"	- NO SECTION -",,,,,,N,3.0441,2856,0,-38.25,0,.25,,,,,,,,,,,,,,,,,,,,,,,,1393.17635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KLYS:%25,KLYS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
XC14702,L2F,MAD,LI14:XCOR:702,L2F,,,XCOR:LI14:702,304,,SYMBOLS,A,FACET2,S14,,,XCOR,,TYPE-4,394.7295826,1295.044562,1393.8512,4573.002625,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:%25,XCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
YC14703,L2F,MAD,LI14:YCOR:703,L2F,,,YCOR:LI14:703,304,,SYMBOLS,A,FACET2,S14,,,YCOR,,TYPE-4,395.1537826,1296.436295,1394.2754,4574.394357,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:%25,YCOR:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
BEGBC14_1,BC14_1,MAD,,,,,,304,,SYMBOLS,A,FACET2,,,,INST,,,395.5767826,1297.82409,1394.6984,4575.782152,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.6984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
ENDL2F,L2F,MAD,,,,,,304,,SYMBOLS,A,FACET2,,,,INST,,,395.5767826,1297.82409,1394.6984,4575.782152,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.6984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
BPM14701,BC14_1,MAD,LI14:BPMS:701,BC14_1,,,BPMS:LI14:701,304,,SYMBOLS,A,FACET2,S14,,,BPM,,STRIPLINE-2,395.6643826,1298.111491,1394.786,4576.069554,,,,,,SIOC-SYS1-BP00,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:%25,BPMS:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
Q14701,BC14_1,MAD,QUAD:LI14:701,BC14_1,,,,304,,SYMBOLS,A,FACET2,S14,,,QUAD,Q14701,1.085Q4.31,395.6643826,1298.111491,1394.786,4576.069554,,,,,,,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,-26.694411717518,24.994767525766,,,,,,,,,,,,,,,,,,1394.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI14%25,QUAD:%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
VV14711,BC14_1,MAD,LI14:VVPG:711,BC14_1,,,VVPG:LI14:711,304,,SYMBOLS,A,FACET2,S14,,,INST,,,397.1543828,1302.999944,1396.276,4580.958005,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VVPG:%25,VVPG:LI14%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
PEN1413,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-13,,PEN,,,,,1396.438,4581.489501,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
BPM14715,BC14_1,MAD,BPMS:LI14:715,BC14_1,,,,304,,SYMBOLS,A,FACET2,S14,,,BPM,,STRIPLINE-2,397.7050832,1304.806703,1396.8267,4582.764764,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.8267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:LI14%25,BPMS:%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
QM14715,BC14_1,MAD,QUAD:LI14:715,BC14_1,,,,304,,SYMBOLS,A,FACET2,S14,,,QUAD,QM14715,1.085Q4.31,397.7050832,1304.806703,1396.8267,4582.764764,,,,,,,,"	- NO SECTION -",,,,,,N,.1068,,,,,,,,,,25.156742510757,-23.555002350896,,,,,,,,,,,,,,,,,,1396.8267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI14%25,QUAD:%25,,,"F2_ELEC, F2_ELEC_PAX, F2_POSI, F2_SCAV, "
BEGBC14E,BC14E,MAD,,,,,,304,,SYMBOLS,A,FACET2,,,,INST,,,398.268148,1306.654029,1397.389765,4584.61209,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.389765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
ENDBC14_1,BC14_1,MAD,,,,,,304,,SYMBOLS,A,FACET2,,,,INST,,,398.268148,1306.654029,1397.389765,4584.61209,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.389765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
BEGBC14P,BC14P,MAD,,,,,,304,,SYMBOLS,A,FACET2,,,,INST,,,351.3201661,1152.625217,1397.389766,4584.612093,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.26814797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
BCX14720,BC14E,MAD,BEND:LI14:720,BC14E,,,,304,,SYMBOLS,A,FACET2,S14,,,BEND,F2-007,1.34D19.3,398.5426681,1307.554685,1397.664265,4585.51268,,,,,,,,"	- NO SECTION -",,,,,,N,.549161,,,,,,.549000175272,.633,-6.292353051249,1.145812075375,0,0,,,,1397.664265,0,0,0,0,0,,,,,,,,,1397.664265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEND:LI14%25,BEND:%25,,,"F2_ELEC, F2_ELEC_PAX, F2_SCAV, "
BCX14720T,BC14E,NONMAD,BTRM:LI14:720,,,,,,,CABLES,A,FACET2,S14,,,BTRM,F2-007T,,398.5387742,1307.54191,1397.664265,4585.51268,,,,,,,"#NONMAD ELEMENT NAME CHANGED FROM ""BCX14720_TRIM"" ON 27-SEP-2021 15:35:44#","	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTRM:LI14%25,BTRM:%25,,,
FKG14-0218,BC14E,NONMAD,LGPS:LI14:2,,,,,,,CABLES,A,FACET2,S14,,,LGPS,FKG14-0218,,,,1397.664265,4585.51268,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGPS:LI14%25,LGPS:%25,"Commissioned, Online",09/27/2022,
CQ14738,BC14E,MAD,QUAD:LI14:738,BC14E,,,,304,,SYMBOLS,A,FACET2,S14,,,QUAD,CQ14738,2.1Q5.87,400.8319481,1315.065447,1399.951634,4593.017172,,,,,,,,"	- NO SECTION -",,,,,,N,.1759,,,,,,,,,,-.060402347589,.034339026486,,,,,,,,,,,,,,,,,,1399.951634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI14%25,QUAD:%25,,,"F2_ELEC, F2_ELEC_PAX, F2_SCAV, "
CQ141738,BC14P,MAD,QUAD:LI14:1738,BC14P,,,,304,,SYMBOLS,A,FACET2,S14,,,QUAD,,2.1Q5.87,353.8839663,1161.036635,1399.951635,4593.017175,,,,,,,,"	- NO SECTION -",,,,,,N,.1759,,,,,,,,,,-.060402347589,.034339026486,,,,,,,,,,,,,,,,,,400.83194817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:LI14%25,QUAD:%25,,,"F2_POSI, "
PEN1414,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,,14-14,,PEN,,,,,1402.534,4601.489501,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
RFBWSBP3,*BYP,MAD,BPMS:BPN14:848,*BYP,,,,308,,SYMBOLS,A,AD_ACCEL,BPN14,,,BPM,,CAVITYS-1,1415.949459,4645.503474,1405.831303,4612.307425,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.831303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:BPN14%25,BPMS:%25,,,
WSBP3,BYP,MAD,WIRE:BPN14:850,BYP,,,,308,,SYMBOLS,A,AD_ACCEL,BPN14,,,WIRE,,FAST,1416.049459,4645.831558,1405.931303,4612.635509,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.931303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIRE:BPN14%25,WIRE:%25,,,"SC_BSYD, SC_BSYD2, SC_DASEL, SC_DASEL2, SC_HXR, SC_HXR2, SC_S2_X, SC_S2_X2, SC_SFTS, SC_SFTS2, SC_STMO, SC_STMO2, SC_STXI, SC_STXI2, SC_SXR, SC_SXR2, "
YC141780,BC14P,MAD,YCOR:LI14:1780,BC14P,,,,304,,SYMBOLS,A,FACET2,S14,,,YCOR,,TYPE-4,360.8865385,1184.010953,1406.948055,4615.971309,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.83452037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:LI14%25,YCOR:%25,,,"F2_POSI, "
YC14780,BC14E,MAD,YCOR:LI14:780,BC14E,,,,304,,SYMBOLS,A,FACET2,S14,,,YCOR,,TYPE-4,407.8345204,1338.039765,1406.948055,4615.971309,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.948055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:LI14%25,YCOR:%25,"Commissioned, Online",,"F2_ELEC, F2_ELEC_PAX, F2_SCAV, "
